Gestore;Tipo Impianto;Indirizzo;Potenza (W)
Monradio S.r.l.;Ponte;Via  TURATI, 29;<= 7
Monradio S.r.l.;Ponte;Via  TURATI, 29;<= 7
Monradio S.r.l.;Ponte;Via  LOCATELLI, 1;<= 7
Monradio S.r.l.;Ponte;Via  LOCATELLI, 1;<= 7
Monradio S.r.l.;Ponte;Via  LOCATELLI, 1;<= 7
Monradio S.r.l.;Ponte;Via  LOCATELLI, 1;<= 7
Monradio S.r.l.;Ponte;Via  TURATI, 29;<= 7
Monradio S.r.l.;Ponte;Via  TURATI, 29;<= 7
MULTIMEDIA SAN PAOLO S.r.l.;Televisione;Via  SAN GALDINO, 5;> 1000
MULTIMEDIA SAN PAOLO S.r.l.;Ponte;Via  SILVA, 36;<= 7
MULTIMEDIA SAN PAOLO S.r.l.;Ponte;Via  SILVA, 36;<= 7
MULTIMEDIA SAN PAOLO S.r.l.;Ponte;Piazza  DUOMO,;<= 7
MULTIMEDIA SAN PAOLO S.r.l.;Ponte;Via  PICCOLOMINI, 5;<= 7
MULTIMEDIA SAN PAOLO S.r.l.;Ponte;Via  PICCOLOMINI, 5;<= 7
MULTIMEDIA SAN PAOLO S.r.l.;Ponte;Via  SILVA, 36;<= 7
NOVARADIO A S.r.l.;Radiofonia;Via  SILVA, 36;> 1000
NOVARADIO A S.r.l.;Radiofonia;Via  SAN GALDINO, 5;> 1000
NUOVA RADIO S.p.A.;Radiofonia;Viale  MONTE ROSA,;<= 7
NUOVA RADIO S.p.A.;Ponte;Viale  MONTE ROSA,;<= 7
NUOVA RADIO S.p.A.;Ponte;Via  MONTE ROSA, 91;<= 7
NUOVA RADIO S.p.A.;Televisione;Viale  MONTE ROSA,;> 20 e <= 300
NUOVA RADIO S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
NUOVA RADIO S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
NUOVA RADIO S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
NUOVA RADIO S.p.A.;Ponte;Via  SCARLATTI, 33;<= 7
NUOVA RADIO S.p.A.;Ponte;Via  POPOLI UNITI,;> 20 e <= 300
NUOVA RADIO S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
NUOVA RADIO S.p.A.;Ponte;Via  SAN GALDINO, 5;<= 7
NUOVA RADIO S.p.A.;Ponte;Via  RICHARD, 1;<= 7
NUOVA RADIO S.p.A.;Ponte;Viale  RICHARD, 1;<= 7
Politecnico di Milano;Ponte;Via  PONZIO, 34;<= 7
PRIMA TV S.p.A.;Ponte;Via  PIRELLI,;<= 7
PRIMA TV S.p.A.;Televisione;Via  FILZI, 22;> 20 e <= 300
PRIMA TV S.p.A.;Televisione;Via  silva, 36;> 20 e <= 300
PUBLIAUDIO S.r.l.;Radiofonia;Via  CASATI, 45;> 1000
PUBLIAUDIO S.r.l.;Ponte;Via  SAN GALDINO, 5;<= 7
PUBLIAUDIO S.r.l.;Radiofonia;Via  SAN GALDINO, 5;> 1000
R.C.S. (RADIO COMMUNICATION SERVICE) S.r.l.;Ponte;Via  BELINZAGHI, 15;<= 7
R.T.I. - Reti Televisive Italiane S.p.A. (Gruppo Mediaset);Ponte;Via  FILZI, 22;<= 7
R.T.I. - Reti Televisive Italiane S.p.A. (Gruppo Mediaset);Ponte;Via  FILZI, 22;<= 7
R.T.I. - Reti Televisive Italiane S.p.A. (Gruppo Mediaset);Altro;Via  PIRELLI,;<= 7
R.T.I. - Reti Televisive Italiane S.p.A. (Gruppo Mediaset);Altro;Via  SAN GALDINO, 5;<= 7
R.T.I. - Reti Televisive Italiane S.p.A. (Gruppo Mediaset);Televisione;Via  FILZI, 22;> 300 e <= 1000
R.T.I. - Reti Televisive Italiane S.p.A. (Gruppo Mediaset);Televisione;Via  FILZI, 22;> 300 e <= 1000
R.T.I. - Reti Televisive Italiane S.p.A. (Gruppo Mediaset);Televisione;Via  FILZI, 22;> 300 e <= 1000
RADIANT S.p.A.;Ponte;Via  SAN GALDINO, 5;<= 7
RADIO CLASSICA S.r.l.;Radiofonia;Piazza  VELASCA, 5;> 300 e <= 1000
RADIO FM CLASSICS S.r.l.;Radiofonia;Via  TURATI, 29;> 1000
RADIO ITALIA S.p.A.;Radiofonia;Via  VAL DEVERO, 19;> 300 e <= 1000
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 2;<= 7
RADIO ITALIA S.p.A.;Radiofonia;Via  CASATI, 45;> 1000
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 2;<= 7
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 2;<= 7
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 2;<= 7
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 2;<= 7
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 2;<= 7
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 2;<= 7
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 45;<= 7
RADIO ITALIA S.p.A.;Ponte;Via  CASATI, 45;<= 7
RADIO KISS KISS S.r.l.;Radiofonia;Via  VALENZA, 5;> 1000
RADIO LAGOUNO S.r.l.;Ponte;Via  Vincenzo DA SEREGNO,;<= 7
RADIO MENEGHINA S.r.l.;Radiofonia;Via  VALENZA, 5;> 1000
RADIO PADANIA Società Cooperativa;Radiofonia;Piazza  VELASCA, 5;> 1000
RADIO PADANIA Società Cooperativa;Ponte;Via  BELLERIO, 41;<= 7
RADIO ZETA S.r.l.;Radiofonia;Via  Vincenzo DA SEREGNO, 4;> 1000
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Radiofonia;Corso  SEMPIONE, 27;> 1000
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Radiofonia;Corso  SEMPIONE, 27;> 1000
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Radiofonia;Corso  SEMPIONE, 27;> 1000
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Radiofonia;Corso  SEMPIONE, 27;> 300 e <= 1000
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Radiofonia;Corso  SEMPIONE, 27;> 1000
RAI WAY S.p.A.;Televisione;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Via  SOLFERINO, 22;<= 7
RAI WAY S.p.A.;Ponte;Piazza  CARBONARI, 3;<= 7
RAI WAY S.p.A.;Ponte;Via  SOLFERINO, 22;<= 7
RAI WAY S.p.A.;Ponte;Via  FILZI, 22;<= 7
RAI WAY S.p.A.;Ponte;Via  FILZI, 22;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Via  DERUTA,;<= 7
RAI WAY S.p.A.;Ponte;Via  DERUTA,;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RAI WAY S.p.A.;Ponte;Corso  SEMPIONE, 27;<= 7
RETE A S.p.A.;Ponte;Via  NERVESA, 21;> 7 e <= 20
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA;> 7 e <= 20
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA DI MILANO CENTRALE;> 7 e <= 21
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA           ;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA DI MILANO PORTA ROMANA;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA           ;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA DI MILANO LAMBRATE;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA            ;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA GRECO PIRELLI;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA         ;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA MILANO CERTOSA;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  LINEA FERROVIARIA ;> 7 e <= 20
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA MILANO CERTOSA;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Telefonia;Sito  STAZIONE FERROVIARIA;> 20 e <= 300
RFI - RFI Rete Ferroviaria Italiana S.p.A.;Ponte;Viale  dei PIOPPI,;<= 7
RMC 2 S.r.l.;Radiofonia;Via  TURATI, 29;> 1000
Rtl 102.5 Hit Radio S.r.l.;Radiofonia;Via  VAL DEVERO, 19;> 1000
SEDIV S.p.A.;Televisione;Via  CASATI, 45;> 20 e <= 300
TBNE S.r.l. (Trinity Broadcasting Network of Europe);Televisione;Via  TURATI, 29;> 300 e <= 1000
TECNINVEST S.r.l.;Radiofonia;Via  CASATI, 45;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Via  CARDUCCI,;<= 7
Telecom Italia S.p.A.;Microcella;Via  SANTO SPIRITO, 20;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Romagnoli, 6;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Piazza  della REPUBBLICA, 20;<= 7
Telecom Italia S.p.A.;Telefonia;Via  MORESCHI,;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Piazza  Affari, 2;<= 7
Telecom Italia S.p.A.;Microcella;Viale  dei PIOPPI,;<= 7
Telecom Italia S.p.A.;Microcella;Via  PONTI ANDREA, 8;<= 7
Telecom Italia S.p.A.;Telefonia;Via  GIUSTI, 16;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Corso  MATTEOTTI GIACOMO,;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Corso  VITTORIO EMANUELE II,;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Via  RONTGEN, 1;<= 7
Telecom Italia S.p.A.;Microcella;Via  RIZZOLI, 8;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Piazza  DIAZ,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  MARIGNANO, 29;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Viale  Gabriele D'Annunzio, 25;<= 7
Telecom Italia S.p.A.;Microcella;Piazza  XXIV MAGGIO, 4;<= 7
Telecom Italia S.p.A.;Ponte;Via  CARBONERA,;<= 7
Telecom Italia S.p.A.;Microcella;Via  FILODRAMMATICI, 2;<= 7
Telecom Italia S.p.A.;Microcella;Via  GIOTTO, 36;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Belgioioso,;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Piazza  MENTANA,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  San Tomaso, 8;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  IMBONATI, 18;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazza  VIII NOVEMBRE , 3;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  GIOVANNI BATTISTA CAS;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  PIAVE, 22;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Chiodi,;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  Federico TESIO,;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Via  BELLINCIONE,;<= 7
Telecom Italia S.p.A.;Microcella;Via  NOVARA ANG. V. PINEROLO,;<= 7
Telecom Italia S.p.A.;Microcella;Via  VITRUVIO, 32;<= 7
Telecom Italia S.p.A.;Microcella;Via  DE AMICIS, 61;<= 7
Telecom Italia S.p.A.;Microcella;Via  MECENATE, 79;<= 7
Telecom Italia S.p.A.;Microcella;Largo  CAIROLI,;<= 7
Telecom Italia S.p.A.;Microcella;Via  CARDINALE MEZZOFANTI;<= 7
Telecom Italia S.p.A.;Microcella;Via  PELLEGRINO ROSSI, 46;<= 7
Telecom Italia S.p.A.;Telefonia;Via  CEFALU', 24;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  STOPPANI, 33;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  FERRARI, 12;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Amedeo D'AOSTA, 11;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  Beatrice D'ESTE, 15;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  MARTIRI OSCURI, 16;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  FORLANINI ENRICO, 65;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  TOTI Enrico, 2;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Largo  DOMODOSSOLA,;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  GRASSI, 23;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazza  INSUBRIA, 22;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ARIOSTO, 30;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  DON MINZONI, 3;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Fontanili, 26;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  Alemagna, 6;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Bellarmino, 1;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  RAVIZZA, 12;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Traiano, 13;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  PICCOLOMINI, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Brera, 32;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  MOZZONI ANNAMARIA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Bartolomeo D'ALVIANO, 73;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Breda,;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  PARAVIA, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  BALLA, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Largo  DOMODOSSOLA, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CHIASSERINI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  MOMIGLIANO, 2;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  VARESINA,;<= 7
Telecom Italia S.p.A.;Microcella;Via  DELLA MOSCOVA, 47;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Piazza  DUCA D' AOSTA, 9;<= 7
Telecom Italia S.p.A.;Microcella;Via  GAETANO DE CASTILLA, 6;> 7 e <= 20
Telecom Italia S.p.A.;Telefonia;Via  SRAFFA,;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  TORINO,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  FRATELLI RUFFINI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SARDEGNA, 37;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Corso  SAN GOTTARDO, 39;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SCANINI, 27;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PORDENONE, 8;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  FUMAGALLI, 4;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  MERULA, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CEVEDALE, 5;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PORRO LAMBERTENGHI,;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  SPADOLINI, 9;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ERITREA, 27;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazza  GRANDI, 18;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SOTTOCORNO, 7;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CAPRILLI,;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  MARIO ALBERTO, 19;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  POMPONAZZI, 7;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via privata  BIVONA,;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  FRASCHINI, 10;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  ARISTOTELE, 22;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  COSTA ANDREA, 33;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  CENISIO, 43;<= 7
Telecom Italia S.p.A.;Microcella;Piazza  DIAZ,;<= 7
Telecom Italia S.p.A.;Microcella;Viale  BRIANZA, 35;<= 7
Telecom Italia S.p.A.;Microcella;Largo  DOMODOSSOLA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Largo  MATTIOLI, 1;<= 7
Telecom Italia S.p.A.;Microcella;Via  MONTI, 41;<= 7
Telecom Italia S.p.A.;Telefonia;Via  MONTE PIANA, 7;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  FOLLI, 17;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  SUZZANI, 119;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  dei CICLAMINI, 38;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  Monte Ceneri, 68;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  Hoepli, 6;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  BIGLI, 5;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  Montenapoleone, 13;<= 7
Telecom Italia S.p.A.;Microcella;Corso  Sempione, 73;> 7 e <= 20
Telecom Italia S.p.A.;Microcella;Via  RIPAMONTI, 435;<= 7
Telecom Italia S.p.A.;Telefonia;Via  MANTEGNA, 11;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Corso  SAN GOTTARDO,;<= 7
Telecom Italia S.p.A.;Telefonia;Via  Piero e Alberto Pirelli, 21;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Viale  MURILLO, 9;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Strada  BRUSADA/via Cascina;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  DERNA, 15;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  LIBERO TEMOLO, 4;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ANDO', 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SPARTACO, 4;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CASCINA BELLARIA, 4;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Viale  STELVIO, 15;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  VILLANI, 1;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  COMPAGNONI, 64;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  VASARI, 19;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CASSIODORO, 28;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  ROVIGO, 14;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  GUASTALLA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Giovanni da Udine, 34;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PISMONTE, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SANGIORGIO ABBONDIO, 16;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  GABBA, 3;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  PARINI, 6;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  BONFADINI, 90;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  BELFIORE, 13;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  REDI, 17;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  GIACOSA, 19/Marco Aureli;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazza  degli AFFARI, 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SANTA MARIA SEGRETA, 3;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Via  Alberto DA GIUSSANO,;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  BRENTA, 10;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  FLAVIO GIOIA , 2;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CORNAGGIA, 10;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  CAPODISTRIA, 6;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazza  ZAVATTARI, 12;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazzale  CADORNA, 16;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  SESSA, 8;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  SAND, 28;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Piazza  Cavour, 2;> 300 e <= 1000
Telecom Italia S.p.A.;Microcella;Piazza  REPUBBLICA, 13;<= 7
Telecom Italia S.p.A.;Telefonia;Via  della BOSCAIOLA, 26;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Largo  TREVES, 1;> 20 e <= 300
Telecom Italia S.p.A.;Microcella;Viale  CALDARA,;<= 7
Telecom Italia S.p.A.;Microcella;Foro  BUONAPARTE,;<= 7
Telecom Italia S.p.A.;Microcella;Piazza  CORDUSIO,;<= 7
Telecom Italia S.p.A.;Microcella;Via  SANTA SOFIA,;<= 7
Telecom Italia S.p.A.;Telefonia;Viale  MONZA, 1;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  VICO, 1;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  WASHINGTON, 70;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Corso  DI PORTA VITTORIA / C;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  Lombroso, 54;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  LARGA, 6;> 20 e <= 300
Telecom Italia S.p.A.;Telefonia;Via  dell'AVIAZIONE, 62;> 300 e <= 1000
Telecom Italia S.p.A.;Telefonia;Via  Cernaia, 8;> 300 e <= 1000
